 18.6 2 488 564 498
 18 1 489 419 499
 18.5 1 492 153 500
 19.2 1 279 288 501
 19.3 2 486 433 502
 17.4 1 399 581 503
 20.4 2 487 728 504
 17.1 1 500 489 505
 12.4 1 424 350 506
 17.7 1 280 204 507
 21.7 2 502 55 508
 22.2 2 478 1794 509
 20 2 428 1685 510
 17 1 505 1821 511
 24 2 263 78 512
 16.8 1 213 225 513
 14.8 1 475 374 514
 23.6 2 76 844 515
 27.2 2 439 698 516
 22 2 349 557 517
 21.2 1 131 412 518
 17.1 2 469 266 519
 20.7 1 129 1333 520
 18.5 1 350 1471 521
 18.7 1 44 1608 522
 17.6 1 501 1753 523
 23 2 472 20 524
 19.9 1 230 1197 525
 13.5 2 470 1052 526
 18.8 1 44 912 527
 23.3 2 348 769 528
 23.7 2 174 622 529
 26.2 2 185 981 530
 19.5 2 521 1125 531
 22.5 2 109 1260 532
 16.3 1 279 1402 533
 17.4 1 35 1557 534
 22.8 2 163 1552 535
 24.4 2 503 1398 536
 16.1 1 213 1255 537
 21.7 2 263 1118 538
 16.1 1 489 974 539
 17.1 1 219 628 540
 23.2 2 174 777 541
 19.9 2 76 918 542
 21 2 196 1057 543
 19 1 427 1203 544
 15.5 2 13 16 545
 19 2 24 1748 546
 20.2 2 479 1603 547
 20.9 2 13 1463 548
 12.6 1 490 1325 549
 18.7 1 295 276 550
 21.9 2 126 422 551
 19.2 2 347 567 552
 20.5 1 499 705 553
 16.3 1 501 851 554
 15.3 1 460 369 555
 17.4 1 230 219 556
 16.1 1 295 73 557
 18.9 1 505 1813 558
 19.6 1 471 1677 559
 17.9 1 35 1805 560
 19.5 2 127 67 561
 22.2 2 348 214 562
 18.8 1 500 357 563
 14.7 1 399 495 564
 21.5 2 206 720 565
 15 1 152 573 566
 23.6 2 328 427 567
 16.8 1 35 282 568
 15.7 1 55 147 569
 15.2 1 475 1449 570
 18.7 1 505 1594 571
 21.8 2 502 1741 572
 19.5 1 449 6 573
 20.4 2 479 148 574
 15 1 482 1074 575
 22.2 2 494 926 576
 20.1 2 174 782 577
 18.3 1 317 634 578
 18.7 1 473 494 579
 15.7 1 498 1101 580
 18.8 2 252 1242 581
 16.7 1 388 1386 582
 18.5 2 508 1538 583
 18.5 1 120 1678 584
 16 1 141 1419 585
 23.3 2 349 1273 586
 20.2 2 480 1132 587
 14.4 2 521 989 588
 19.5 1 473 850 589
 20.9 2 328 747 590
 14.2 1 219 890 591
 19.2 2 284 1035 592
 24.4 2 502 1183 593
 14.2 1 55 1326 594
 18.8 1 484 1775 595
 22.5 2 472 1626 596
 20.6 2 503 1483 597
 17.2 1 379 1342 598
 17.8 1 513 1202 599
 24.7 2 421 1248 600
 17.8 1 329 1391 601
 19.7 1 492 1544 602
 20.4 2 208 1683 603
 20.4 2 163 1818 604
 15.1 1 498 1268 605
 21.3 2 480 1129 606
 19.2 1 493 985 607
 16.7 1 379 846 608
 19.6 1 44 701 609
 18.7 2 163 898 610
 20.4 2 488 1041 611
 18.6 2 487 1188 612
 20.2 2 417 1331 613
 18.5 2 423 1468 614
 21.1 1 449 1618 615
 23.9 2 328 1477 616
 22.2 2 108 1339 617
 21.6 2 284 1199 618
 18.2 1 352 1054 619
 14 2 350 542 620
 19.1 1 505 687 621
 17.8 1 481 836 622
 19 2 487 979 623
 13 1 470 1122 624
 19.1 2 252 91 625
 16.2 2 423 1828 626
 20.1 2 422 1692 627
 16.1 1 306 1553 628
 17.9 2 495 1399 629
 13.4 2 274 191 630
 22.4 2 421 337 631
 27.1 2 185 481 632
 19 2 76 626 633
 16.6 1 241 774 634
 16.3 1 506 448 635
 19.3 2 480 297 636
 14 1 425 160 637
 21.2 2 370 17 638
 18.6 1 317 1749 639
 21.7 2 174 1716 640
 19.5 2 125 1869 641
 18.3 1 449 133 642
 23.6 2 477 274 643
 20.8 2 472 420 644
 22 2 278 805 645
 14.1 1 424 649 646
 16.4 1 476 507 647
 15.1 1 490 370 648
 22.7 2 347 220 649
 20.4 2 496 1361 650
 19.1 1 379 1516 651
 15.9 1 219 1660 652
 15.4 1 507 1802 653
 20 2 218 64 654
 17.3 1 476 1159 655
 20.2 1 513 1006 656
 17.3 1 279 865 657
 18.5 1 482 722 658
 21 2 209 574 659
 15.5 1 491 1005 660
 17.6 1 279 1158 661
 15.3 1 506 1304 662
 22.3 2 347 1446 663
 15.3 2 424 1591 664
 17.5 1 501 1517 665
 16.7 1 482 1362 666
 21.2 2 370 1220 667
 16.4 1 484 1076 668
 24.3 2 480 927 669
 23 2 87 648 670
 16.4 1 306 804 671
 22.6 2 494 951 672
 12.8 2 470 1098 673
 18.3 1 427 1239 674
 22.2 2 108 1717 676
 19.6 2 76 1574 677
 17.3 1 474 1422 678
 23.7 2 486 1274 679
 18.1 1 500 296 680
 21 2 408 447 681
 19.9 2 494 596 682
 16.9 1 493 745 683
 19.4 1 491 887 684
 20.8 2 509 338 685
 21.4 2 503 192 686
 19.4 2 278 42 687
 18 2 218 1778 688
 16.8 1 141 1627 689
 16.6 1 471 1827 690
 23.6 2 1 90 691
 18.5 1 500 240 692
 21.1 2 338 389 693
 16 1 427 532 694
 20 2 24 688 695
 19.4 1 499 543 696
 17.9 2 252 400 697
 23.7 2 497 252 698
 21.5 2 263 101 699
 23.4 2 504 453 700
 16.7 1 230 602 701
 16.2 1 506 751 702
 16.6 2 252 893 703
 12.9 2 274 1037 704
 18 2 108 186 705
 19 2 278 37 706
 18.3 1 329 1772 707
 15.5 1 306 1623 708
 22 1 505 1481 709
 17.8 2 76 97 710
 13.6 1 130 247 711
 19 2 503 394 712
 20.3 2 127 537 713
 19.4 1 513 683 714
 23.7 2 8 536 715
 17.1 2 9 393 716
 18.6 1 12 246 717
 14.8 1 63 96 718
 15.2 2 10 1833 719
 24.4 2 43 1624 720
 13.3 1 528 1773 721
 14.4 1 14 38 722
 25.2 2 51 187 723
 22.4 2 510 332 724
 23.3 2 31 892 725
 21.9 2 39 750 726
 21.4 2 45 601 727
 22.1 2 517 452 728
 21.3 2 17 301 729
 19.6 1 3 1271 730
 18.9 1 47 1417 731
 12.7 1 528 1570 732
 19.9 1 12 1713 733
 20.6 1 64 1864 734
 22.4 2 16 1244 735
 18.4 1 526 1103 736
 16.2 1 66 955 737
 22.3 2 16 808 738
 22.8 2 7 652 739
 18.5 1 19 924 740
 15.4 1 22 1072 741
 19.4 1 29 1217 742
 14.2 1 14 1358 743
 18.5 1 20 1512 744
 25.6 2 61 1596 745
 23.8 2 10 1451 746
 20.9 2 23 1308 747
 22.7 2 18 1162 748
 17.9 2 18 1009 749
 16.6 1 27 572 750
 21.6 2 529 718 751
 22.4 2 530 862 752
 18.6 1 48 1002 753
 17.2 2 45 1154 754
 16.1 1 28 69 755
 17.4 1 519 1807 756
 22.5 2 26 1664 757
 19.7 2 510 1521 758
 20.8 2 38 1365 759
 22.5 2 38 218 760
 20.9 2 46 367 761
 23.3 2 15 504 762
 17.7 1 57 645 763
 19.4 1 27 801 764
 17.6 1 28 423 765
 19.3 1 514 277 766
 21 1 47 136 767
 19.5 1 12 1873 768
 19.3 1 56 1720 769
 19.3 1 11 1747 770
 20.2 1 58 14 771
 19.1 2 529 158 772
 18.5 1 66 293 773
 19.6 1 527 444 774
 21.2 2 510 778 775
 24.3 2 8 629 776
 19.4 1 48 483 777
 16.3 1 65 341 778
 16.1 1 519 1397 780
 17.7 1 527 1551 781
 17.8 2 45 1690 782
 24.1 2 530 1825 783
 19.9 2 30 88 784
 20.9 2 46 1126 785
 19.6 2 516 982 786
 23.7 2 15 838 787
 24.5 2 26 691 788
 21.3 2 529 546 789
 21.4 2 529 1051 790
 20.2 1 5 1196 791
 26.4 2 51 1337 792
 20.9 1 36 1475 793
 21.3 2 523 1616 794
 22.6 2 43 1472 795
 18.7 2 52 1334 796
 19.2 1 21 1192 797
 21.2 2 23 1045 798
 19.8 1 6 901 799
 20.3 1 513 1554 800
 17.7 1 11 1693 801
 17.2 1 49 1830 802
 23.3 2 43 93 803
 18.1 1 66 243 804
 23.4 2 59 977 805
 22.4 2 16 834 806
 18.9 1 526 685 807
 20.1 1 34 540 808
 18.9 1 64 397 809
 21.8 1 58 1200 810
 15.8 1 50 1340 811
 24.1 2 523 1478 812
 18.7 1 518 1620 813
 21.7 2 40 1769 814
 17.5 1 514 1329 815
 19.8 1 34 1186 816
 20.9 1 36 1039 817
 18.4 2 39 896 818
 17.5 1 57 754 819
 23.1 2 30 847 820
 16.7 1 5 986 821
 18.2 1 48 1130 822
 25.5 2 26 1269 823
 20.1 1 526 1414 824
 14.3 1 14 1681 825
 11.9 1 528 1542 826
 20.4 2 515 1389 827
 20.6 1 3 1246 828
 18.9 2 9 1106 829
 17.2 1 48 492 830
 23.2 2 46 632 831
 22.7 2 517 780 832
 19.8 1 28 923 833
 17.9 1 527 151 835
 18.7 1 47 9 836
 17.3 1 29 1743 837
 22.8 2 531 1597 838
 22.9 2 531 1453 839
 23 2 525 145 840
 19.5 1 64 280 841
 16.2 1 33 426 842
 20 2 45 571 843
 18.3 1 28 716 844
 17.3 1 519 497 845
 13.2 1 50 360 846
 21.8 2 53 216 847
 22.5 2 517 70 848
 19.4 1 5 1808 849
 17.4 2 10 1675 850
 16 2 522 1811 851
 21.6 2 515 72 852
 18.3 1 56 217 853
 24.6 2 30 365 854
 15.2 1 33 853 855
 18 1 49 707 856
 18.7 2 39 568 857
 21.1 2 531 424 858
 21.7 2 7 278 859
 16 1 520 1323 860
 18.8 1 512 1461 861
 25.2 2 23 1602 862
 16.2 2 9 1746 863
 18.8 2 62 13 864
 18.3 1 22 1206 865
 21.6 2 516 1060 866
 20.6 2 51 920 867
 19.3 1 36 779 868
 22.5 2 31 630 869
 24.1 2 52 972 870
 18.5 2 39 1116 871
 16.2 1 57 1254 872
 21.3 2 517 1396 873
 16.8 1 33 1550 874
 18.4 1 6 1560 875
 18.1 1 519 1405 876
 21.1 2 515 1262 877
 21.5 2 18 1127 878
 14.6 1 14 983 879
 15.5 1 19 619 880
 17.9 2 510 766 881
 20.2 2 511 910 882
 25.2 2 53 1049 883
 24.1 2 530 1195 884
 19.5 2 10 24 885
 19.8 1 518 1757 886
 21.7 1 54 1611 887
 17.1 1 4 1473 888
 16.5 1 5 1335 889
 25 2 51 264 890
 19.6 1 4 409 891
 22.3 2 59 555 892
 17.9 1 21 696 893
 21.3 1 512 843 894
 17.2 1 63 378 895
 24.3 2 30 230 896
 18.9 1 514 82 897
 18.8 2 515 1822 898
 24.6 2 511 1686 899
 19.3 1 19 771 900
 21.4 2 529 914 901
 20 1 527 1053 902
 17.2 1 518 1198 903
 24.3 2 25 1338 904
 21.9 2 524 1751 905
 15.5 2 42 1606 906
 21.5 2 43 1469 907
 16.7 1 57 1332 908
 20.2 1 12 1189 909
 17.8 1 22 416 910
 18.9 2 62 561 911
 19.7 1 3 700 912
 20.5 1 20 845 913
 17.5 1 514 984 914
 20.8 2 52 223 915
 20.5 1 527 76 916
 20.1 2 511 1819 917
 18.2 1 29 1684 918
 15.1 1 520 1545 919
 20 1 64 59 920
 23.3 2 530 207 921
 18.9 1 28 352 922
 18.8 1 513 490 923
 17.7 1 5 631 924
 21.4 2 62 579 925
 18.7 1 20 431 926
 21.8 2 516 286 927
 21.5 2 40 152 928
 19.9 2 516 11 929
 14.6 1 49 1587 930
 23.2 2 51 1733 931
 22.9 2 32 1884 932
 21.6 1 6 143 933
 24 2 40 279 934
 18.3 1 47 932 935
 23.6 2 523 787 936
 21.2 2 7 638 937
 18.9 2 42 499 938
 16.8 1 41 362 939
 17.4 1 5 1234 940
 17.2 1 512 1378 941
 22.6 1 3 1533 942
 15.5 1 49 1673 943
 14.8 1 512 1810 944
 23.5 2 8 1281 945
 19.5 1 21 1139 946
 18.9 1 54 992 947
 15.3 1 520 855 948
 16.2 1 14 709 949
 17.2 1 5 882 950
 21 1 526 1027 951
 19.7 2 52 1177 952
 20.2 1 58 1321 953
 21.4 2 531 1459 954
 20.4 2 529 1634 955
 14.4 1 33 1490 956
 22.4 2 52 1347 957
 20.2 1 54 1208 958
 17.2 1 63 1062 959
 19.7 2 38 525 960
 19.2 1 37 671 961
 14.5 2 522 826 962
 16 2 42 970 963
 14 1 519 1114 964
 19 1 22 109 965
 22.6 2 509 1842 966
 18.7 1 29 1700 967
 26.9 2 26 1562 968
 24 2 523 1407 969
 23.8 2 23 176 970
 21.8 2 45 319 971
 20.5 2 32 469 972
 22.5 2 40 616 973
 19.6 1 12 764 974
 14.8 1 14 462 975
 19.5 2 42 309 976
 20.4 1 28 169 977
 20.6 2 17 25 978
 18.4 1 514 1758 979
 13.4 1 528 1706 980
 18.9 2 38 1850 981
 22.3 2 524 116 982
 13.8 1 528 261 983
 24 2 15 407 984
 21.7 2 38 820 985
 18.9 2 62 662 986
 14.8 1 29 518 987
 28.9 2 61 379 988
 24.6 2 32 231 989
 13.4 1 528 1352 990
 18.4 1 50 1498 991
 18.7 1 12 1642 992
 22.3 2 16 1788 993
 23.7 2 15 50 994
 22.4 2 23 1173 995
 21.1 2 511 1019 996
 19.1 1 65 875 997
 21.9 2 52 733 998
 20.1 2 7 586 999
 19.1 2 39 915 1000
 19.5 2 525 684 1001
 26.4 2 30 1408 1002
 12.3 1 11 1637 1003
 14.9 1 41 1375 1004
 17.5 1 54 717 1005
 25.3 2 530 944 1006
 23.1 2 525 196 1007
 16.1 1 512 1843 1008
 21.9 2 524 250 1009
 19.6 2 516 1055 1010
 18.6 1 19 833 1011
 20.3 1 518 1264 1012
 20.2 1 37 1493 1013
 19.1 1 65 1531 1014
 15.9 1 27 798 1016
 24 2 30 342 1017
 19.9 2 516 110 1018
 23 2 331 100 1019
 17.6 1 66 162 1020
 25.5 2 217 976 1021
 19.3 1 66 1128 1022
 25.5 2 310 1349 1023
 25.5 2 247 1672 1024
 13.4 1 73 1438 1025
 18.5 1 337 644 1026
 25.1 2 216 880 1027
 20.9 1 330 257 1028
 23.4 2 324 18 1030
 23 2 60 1120 1031
 18.6 1 82 894 1032
 21.1 1 71 1209 1033
 23.7 2 223 1809 1034
 22.3 2 247 1584 1035
 21.6 2 311 503 1036
 19 2 75 739 1037
 16 1 80 403 1038
 23.1 2 309 170 1039
 21.7 2 84 1750 1040
 21.8 1 71 1257 1041
 18.7 1 222 1038 1042
 17.8 1 222 1063 1043
 17.3 1 222 1284 1044
 18.2 1 336 1729 1045
 19.2 2 85 366 1046
 24.7 2 223 590 1047
 17.3 1 226 548 1048
 19.3 2 60 310 1049
 22.5 2 86 1605 1050
 17 2 75 1832 1051
 18.7 1 220 1185 1052
 20.2 2 69 922 1053
 19.7 2 251 1141 1054
 16.6 1 250 1882 1055
 23.1 2 85 1649 1056
 22 2 67 441 1057
 23.1 2 85 692 1058
 21.5 1 312 463 1059
 21.7 2 326 1466 1060
 26.7 2 325 1694 1061
 27.9 2 215 1328 1062
 26.3 2 217 1104 1063
 21.5 2 225 994 1064
 19.3 1 221 142 1065
 25.9 2 214 1793 1066
 21.7 2 332 292 1067
 25.8 2 216 523 1068
 16.6 1 80 611 1069
 17.7 1 221 552 1070
 20 1 337 1555 1071
 19.9 2 225 1465 1072
 14.8 1 226 1245 1073
 17.7 1 250 856 1074
 21.3 2 251 1082 1075
 24.7 2 310 54 1076
 15.4 2 308 157 1077
 16.6 1 249 384 1078
 22.5 2 225 760 1079
 19.3 1 337 1400 1081
 21.1 1 337 1622 1082
 22.5 2 308 1388 1083
 21.3 2 69 710 1084
 18.4 1 71 935 1085
 15.4 1 81 203 1086
 17.5 1 336 1857 1087
 16.6 1 327 235 1088
 21.1 2 69 903 1089
 18.4 1 327 842 1090
 21.1 2 77 1258 1091
 20.7 1 312 1480 1092
 26 2 325 1541 1093
 19.4 2 84 1309 1094
 26.5 2 214 789 1095
 17.7 1 249 349 1096
 22.3 2 67 85 1098
 23.4 2 69 317 1099
 20.5 1 327 562 1100
 22.9 2 247 333 1101
 15.6 1 82 1760 1102
 17.4 1 73 111 1103
 25.5 2 86 1023 1104
 25 2 86 1071 1105
 20.4 2 217 1297 1106
 19.4 1 89 1722 1107
 16.3 1 222 1491 1108
 18.4 1 327 606 1109
 20.5 2 79 702 1110
 18 1 72 479 1111
 19.3 2 77 1612 1112
 25 2 83 1845 1113
 21.8 2 84 1175 1114
 20.9 1 335 943 1115
 18.3 1 336 1151 1116
 18 1 313 1874 1117
 15.9 1 91 1635 1118
 17.8 1 82 457 1119
 24.2 2 68 509 1120
 12.1 2 86 624 1121
 19.4 1 312 1474 1122
 22.7 2 60 1702 1123
 18.3 1 72 1320 1124
 24.5 2 334 1091 1125
 21.2 2 225 1001 1126
 18.6 1 90 1232 1127
 19.7 1 220 1783 1128
 20.7 2 223 304 1129
 23.7 2 311 371 1130
 16.8 1 249 772 1131
 17.6 1 88 538 1132
 19.1 2 217 1563 1133
 19.1 1 71 1458 1134
 17.1 1 313 1231 1135
 19.4 1 221 861 1136
 27.2 2 215 1092 1137
 20.8 2 324 45 1138
 19.2 1 313 1701 1139
 15.8 1 222 222 1140
 22.6 2 67 917 1141
 17.1 1 90 689 1142
 17.6 1 248 1410 1143
 23.1 2 247 1641 1144
 18.3 1 250 721 1146
 18.9 2 324 949 1147
 20.9 1 337 1848 1149
 18.4 1 81 75 1150
 18.2 1 73 300 1151
 26.2 2 86 837 1152
 18.3 1 312 1266 1153
 18.8 1 89 1497 1154
 22.7 2 334 1535 1155
 17 1 73 1294 1156
 22.5 2 60 803 1157
 17.3 1 249 114 1159
 22.2 1 335 1816 1160
 23.9 2 251 165 1161
 23.7 2 326 980 1162
 17.6 1 335 752 1163
 28.2 2 333 1351 1164
 19.1 1 313 1674 1165
 24.2 2 309 1444 1166
 25.5 2 325 647 1167
 16.9 2 308 902 1168
 15.8 1 72 260 1169
 21 2 70 199 1170
 15.8 1 88 21 1171
 20.8 2 79 1124 1172
 17.9 1 82 899 1173
 19.1 1 221 1211 1174
 16.9 1 250 1429 1175
 24.7 2 215 1589 1176
 19.3 1 72 506 1177
 20.9 2 78 744 1178
 24.9 2 214 406 1179
 16.2 1 88 346 1180
 26.1 2 214 1754 1181
 21.2 2 331 95 1182
 21.5 2 225 1042 1183
 22.7 2 79 1065 1184
 17.9 2 70 1288 1185
 21.9 2 331 1736 1186
 17.8 1 74 1505 1187
 17.5 2 75 595 1188
 17.6 1 81 553 1189
 17.1 1 249 487 1190
 18.3 1 221 1609 1191
 25.8 2 310 1835 1192
 19.8 1 336 1190 1193
 23.2 2 253 956 1194
 22.2 1 89 1144 1195
 22.6 2 79 2 1196
 20.4 2 84 1656 1197
 20.9 2 69 446 1198
 25.1 2 333 669 1199
 22.4 2 68 209 1200
 17.8 1 88 1865 1201
 23.8 2 309 464 1203
 15.7 1 220 667 1204
 25 2 332 1416 1205
 23.6 2 60 1652 1206
 22.9 2 83 1140 1208
 22 2 326 960 1209
 19.8 1 74 353 1210
 24.4 2 309 128 1211
 26.6 2 325 83 1212
 19.4 1 248 313 1213
 21.3 2 311 823 1214
 23.8 2 216 589 1215
 24.2 2 326 1508 1216
 20.9 1 90 1522 1217
 25.1 2 334 1282 1218
 17.2 1 80 812 1219
 21.9 2 69 866 1220
 18.6 1 226 271 1221
 22.8 2 78 1824 1222
 27.4 2 325 172 1223
 16.3 1 250 968 1224
 17.5 1 248 737 1225
 23.1 2 79 1357 1226
 19 1 97 1585 1227
 26.1 2 110 1427 1228
 19.1 1 168 655 1229
 21.9 2 102 724 1230
 29.3 2 340 417 1231
 24.5 2 290 188 1232
 20.5 1 320 27 1233
 19.1 1 96 1112 1234
 17.6 1 346 878 1235
 26.6 2 267 1216 1236
 16.3 1 291 1440 1237
 24.4 2 100 1577 1238
 15.6 1 304 1348 1239
 26.9 2 237 577 1240
 26.3 2 342 566 1241
 28 2 354 339 1242
 17.2 1 243 1762 1243
 23.9 2 282 115 1244
 21.2 2 283 1030 1245
 16.3 1 242 1075 1246
 16.5 1 99 1302 1247
 21.9 2 106 1726 1248
 23.8 2 259 1496 1249
 22.1 2 270 429 1250
 18 1 344 651 1251
 19.9 1 345 482 1252
 16.8 1 304 1614 1253
 19.2 1 298 1849 1254
 17.8 1 304 1179 1255
 21.8 2 107 948 1256
 18.4 1 344 1157 1257
 17.9 1 292 1879 1258
 20.2 2 283 1640 1259
 17.8 1 99 285 1260
 26.7 2 267 513 1261
 15.4 1 291 627 1262
 19.6 1 240 395 1263
 20 2 101 1705 1264
 23.8 2 268 1322 1265
 23.1 2 297 1096 1266
 18.7 2 103 1004 1267
 18.5 1 105 1252 1268
 23.6 2 318 1787 1269
 19 1 244 1725 1270
 18.8 1 343 375 1271
 20.5 2 95 776 1272
 20.4 1 275 544 1273
 19.3 2 94 1565 1274
 13 1 265 1784 1275
 19.5 2 270 1237 1276
 19.3 2 281 864 1277
 22.2 2 268 1097 1278
 18.2 1 303 49 1279
 22.6 2 260 1878 1280
 18.4 1 266 226 1281
 19.5 1 235 451 1282
 21.6 2 269 693 1283
 17.6 1 299 1381 1286
 25 2 315 1149 1287
 21.7 2 261 962 1288
 21.4 2 289 200 1289
 23.5 2 302 140 1290
 16 1 104 79 1291
 24.4 2 253 305 1292
 22 2 260 839 1293
 16.7 1 97 603 1294
 16 1 291 1504 1295
 23.5 2 294 1537 1296
 22.3 2 281 1301 1297
 24.2 2 254 813 1298
 21.4 1 374 1025 1299
 20.8 2 229 1735 1300
 16.2 1 234 1513 1301
 25 2 254 588 1302
 19.8 2 184 821 1303
 22.5 2 232 315 1304
 23.5 2 288 1771 1305
 22.7 2 364 126 1306
 22.5 2 201 1011 1307
 21.3 2 282 788 1308
 17.4 1 321 1313 1309
 17.9 1 299 1 1310
 20.6 2 92 1655 1311
 20 1 361 439 1312
 22.9 2 301 665 1313
 16.3 1 291 466 1314
 22.4 2 339 234 1315
 18.1 1 96 1862 1316
 19.3 1 275 1163 1317
 17.4 1 272 933 1318
 23.7 2 259 1166 1319
 18.2 1 235 1221 1320
 19 1 257 1799 1321
 22.7 2 269 291 1322
 18.6 1 97 520 1323
 15 1 319 614 1324
 16.2 1 286 382 1325
 21.8 2 301 1712 1326
 19.8 1 116 57 1327
 15.2 1 366 1080 1328
 18.1 1 265 1013 1329
 19.5 1 292 1078 1330
 27.2 2 118 61 1331
 20.1 2 100 1714 1332
 17.9 1 344 381 1333
 17.4 2 323 762 1334
 18.2 1 273 521 1335
 18.1 1 271 1569 1336
 21.7 2 296 1796 1337
 21.4 2 106 1223 1338
 20.5 1 228 993 1339
 17.5 1 158 930 1340
 22.4 2 301 212 1341
 20.6 1 322 1870 1342
 19.9 1 96 468 1344
 15.9 1 343 674 1345
 18.2 1 307 1421 1346
 16.6 1 285 1658 1347
 15.4 1 313 1367 1348
 19.1 1 266 785 1350
 26.9 2 262 1008 1351
 24 2 339 134 1352
 20.2 2 173 86 1353
 22 2 148 318 1354
 20.9 2 155 828 1355
 16.9 1 195 594 1356
 18.4 1 322 1515 1357
 20.8 2 156 1529 1358
 20.9 1 179 1287 1359
 19.6 1 173 637 1360
 18.7 2 193 871 1361
 21.6 2 224 275 1362
 16.9 1 135 39 1363
 25.4 2 111 175 1364
 16.7 1 244 971 1365
 18.3 1 91 743 1366
 27.6 2 267 1360 1367
 22.3 2 107 1599 1368
 20.8 2 101 1432 1369
 19.1 1 273 1372 1370
 20.8 2 283 729 1371
 18.8 1 321 421 1372
 17.6 1 319 193 1373
 28.4 2 340 30 1374
 20.7 2 259 258 1375
 19.2 1 298 885 1376
 25.7 2 296 1219 1377
 17.5 1 345 1445 1378
 14.4 1 293 1580 1379
 20.8 2 270 1528 1380
 18.4 1 258 582 1381
 17.6 1 264 807 1382
 23.2 2 247 343 1383
 17.9 1 319 1766 1384
 25.2 2 268 122 1385
 21.3 1 361 1034 1386
 18.3 1 240 796 1387
 16.4 1 105 1315 1388
