 16.8 1.46138 1 241 1503 418
 17.6 0.252235 1 493 1355 419
 16.6 0.906825 1 120 227 420
 23.5 0.71229 2 98 376 421
 18.4 0.8595 2 208 514 422
 26.1 1.61298 2 125 658 423
 20.9 0 2 478 814 424
 21.4 1.03887 2 87 411 425
 19.7 1.51682 2 370 121 427
 19.2 1.00039 1 379 1855 428
 18.5 1.21331 1 351 1710 429
 18.8 0.801187 2 13 1755 430
 23.8 1.03833 2 2 22 431
 16.4 1.22702 2 469 166 432
 20.3 1.37771 1 473 306 433
 21.7 1.74855 2 472 458 434
 18.3 0.434941 2 24 768 435
 18.3 1.45185 2 496 621 436
 20.7 0.967401 2 488 473 437
 18 0.217283 1 499 325 438
 13.1 0.232938 2 470 182 439
 21 0.518773 2 508 1403 440
 17.9 0 1 35 1558 441
 21.9 1.42846 2 408 1696 442
 18.6 1.23542 1 499 1836 443
 12.8 0.663215 1 425 102 444
 14.4 0.344398 1 507 1117 445
 15.5 0 1 507 973 446
 18.1 1.4717 1 498 677 448
 13.5 1.06204 2 469 531 449
 19.6 0 2 417 1058 450
 28.6 1.00613 2 428 1204 451
 15.4 0.578877 1 501 1343 452
 18 1.20243 2 423 1484 453
 25.6 0.694306 2 428 1628 454
 17.4 0.406857 1 507 1462 455
 17.3 0.615849 1 427 1324 456
 18.7 1.36664 1 379 1180 457
 19.1 -0.190407 2 488 1031 458
 20 0.316818 2 359 886 459
 16 0.0827718 1 130 706 460
 18.3 1.36142 1 352 852 461
 19.1 0.576321 1 44 990 462
 26.3 0.261798 2 185 1133 463
 18.6 1.50233 1 460 1275 464
 19.2 1.69387 1 207 1812 465
 16.3 1.28421 2 128 1676 466
 14.4 1.38858 1 498 1536 467
 18.1 1.61974 1 492 1382 468
 23.3 0.785588 2 359 1238 469
 23.9 -0.481796 2 98 359 470
 15.7 1.29638 1 483 496 471
 15.3 -0.624177 2 252 635 472
 18.5 0.595137 1 207 783 473
 13.4 0.310612 1 130 928 474
 21.5 0.549245 2 284 281 475
 17.6 1.25157 1 507 146 476
 20.9 1.20183 2 276 3 477
 16.1 0.904838 1 207 1737 478
 21.5 0.325256 2 338 1590 479
 19.7 2.06329 2 210 8 480
 18 1.38032 2 479 150 481
 17.2 0.778291 1 514 284 482
 16 1.11004 1 490 428 483
 20.7 0 2 347 575 484
 19.8 1.68609 2 472 633 485
 16 1.00033 1 295 493 486
 19.6 0.2992 2 98 355 487
 20.3 1.4915 2 370 211 488
 16.2 1.53672 2 469 63 489
 19.9 1.21153 2 276 1540 490
 15.8 0.757456 1 130 1680 491
 15.8 1.3269 1 295 1815 492
 19 0 2 495 74 493
 24.2 1.66223 2 347 221 494
 16.9 1.43467 1 152 987 495
 22.2 1.22382 2 508 848 496
 15.8 0.794427 1 491 703 497
 18.6 0.916769 2 488 564 498
 18 0 1 489 419 499
 18.5 1.1341 1 492 153 500
 19.2 1.57697 1 279 288 501
 19.3 0 2 486 433 502
 17.4 1.13414 1 399 581 503
 20.4 0.699892 2 487 728 504
 17.1 0.654255 1 500 489 505
 12.4 0.839161 1 424 350 506
 17.7 1.25417 1 280 204 507
 21.7 1.5199 2 502 55 508
 22.2 1.27779 2 478 1794 509
 20 0.681613 2 428 1685 510
 17 2.025 1 505 1821 511
 24 0.528581 2 263 78 512
 16.8 0 1 213 225 513
 14.8 1.14183 1 475 374 514
 23.6 1.00511 2 76 844 515
 27.2 1.16434 2 439 698 516
 22 0.825256 2 349 557 517
 21.2 1.73111 1 131 412 518
 17.1 1.45486 2 469 266 519
 20.7 1.26486 1 129 1333 520
 18.5 1.15424 1 350 1471 521
 18.7 1.14383 1 44 1608 522
 17.6 1.39449 1 501 1753 523
 23 1.32915 2 472 20 524
 19.9 1.20823 1 230 1197 525
 13.5 0.531676 2 470 1052 526
 18.8 0.942567 1 44 912 527
 23.3 0.768143 2 348 769 528
 23.7 0.265585 2 174 622 529
 26.2 0.972761 2 185 981 530
 19.5 0.70245 2 521 1125 531
 22.5 0.795413 2 109 1260 532
 16.3 1.11198 1 279 1402 533
 17.4 0 1 35 1557 534
 22.8 0.507778 2 163 1552 535
 24.4 1.09923 2 503 1398 536
 16.1 1.19118 1 213 1255 537
 21.7 0 2 263 1118 538
 16.1 0.623025 1 489 974 539
 17.1 1.30105 1 219 628 540
 23.2 0.54997 2 174 777 541
 19.9 0 2 76 918 542
 21 -0.122189 2 196 1057 543
 19 0.879571 1 427 1203 544
 15.5 0.247167 2 13 16 545
 19 1.03747 2 24 1748 546
 20.2 1.19593 2 479 1603 547
 20.9 1.25773 2 13 1463 548
 12.6 0.454759 1 490 1325 549
 18.7 1.84843 1 295 276 550
 21.9 1.30959 2 126 422 551
 19.2 1.61073 2 347 567 552
 20.5 0.872566 1 499 705 553
 16.3 1.33542 1 501 851 554
 15.3 0.569837 1 460 369 555
 17.4 1.16138 1 230 219 556
 16.1 0.47501 1 295 73 557
 18.9 0.922472 1 505 1813 558
 19.6 1.13482 1 471 1677 559
 17.9 1.26914 1 35 1805 560
 19.5 1.00242 2 127 67 561
 22.2 1.12004 2 348 214 562
 18.8 1.11206 1 500 357 563
 14.7 -0.106786 1 399 495 564
 21.5 1.24854 2 206 720 565
 15 0.133403 1 152 573 566
 23.6 0.682511 2 328 427 567
 16.8 0.79446 1 35 282 568
 15.7 1.06449 1 55 147 569
 15.2 1.05618 1 475 1449 570
 18.7 0.363402 1 505 1594 571
 21.8 0.508932 2 502 1741 572
 19.5 0.909505 1 449 6 573
 20.4 1.27906 2 479 148 574
 15 0.390501 1 482 1074 575
 22.2 0 2 494 926 576
 20.1 0.0368804 2 174 782 577
 18.3 0.801588 1 317 634 578
 18.7 1.28023 1 473 494 579
 15.7 1.54512 1 498 1101 580
 18.8 1.13363 2 252 1242 581
 16.7 0.993214 1 388 1386 582
 18.5 0.570666 2 508 1538 583
 18.5 0.105563 1 120 1678 584
 16 0.946493 1 141 1419 585
 23.3 0.872101 2 349 1273 586
 20.2 1.62125 2 480 1132 587
 14.4 0.43029 2 521 989 588
 19.5 1.35492 1 473 850 589
 20.9 0.479122 2 328 747 590
 14.2 0.680784 1 219 890 591
 19.2 0.518016 2 284 1035 592
 24.4 1.34734 2 502 1183 593
 14.2 1.62104 1 55 1326 594
 18.8 0 1 484 1775 595
 22.5 1.50636 2 472 1626 596
 20.6 -0.224822 2 503 1483 597
 17.2 1.59448 1 379 1342 598
 17.8 1.55424 1 513 1202 599
 24.7 1.50456 2 421 1248 600
 17.8 1.03282 1 329 1391 601
 19.7 1.61596 1 492 1544 602
 20.4 1.36668 2 208 1683 603
 20.4 1.2297 2 163 1818 604
 15.1 1.03203 1 498 1268 605
 21.3 1.01746 2 480 1129 606
 19.2 1.19529 1 493 985 607
 16.7 1.5679 1 379 846 608
 19.6 1.01725 1 44 701 609
 18.7 0.356282 2 163 898 610
 20.4 0.284278 2 488 1041 611
 18.6 1.00115 2 487 1188 612
 20.2 1.52972 2 417 1331 613
 18.5 1.06277 2 423 1468 614
 21.1 1.6226 1 449 1618 615
 23.9 0.735667 2 328 1477 616
 22.2 0.969421 2 108 1339 617
 21.6 0.199876 2 284 1199 618
 18.2 1.2361 1 352 1054 619
 14 0.99638 2 350 542 620
 19.1 0.0790166 1 505 687 621
 17.8 1.73858 1 481 836 622
 19 0.460224 2 487 979 623
 13 0.132989 1 470 1122 624
 19.1 0.32393 2 252 91 625
 16.2 0.87838 2 423 1828 626
 20.1 0 2 422 1692 627
 16.1 0.717203 1 306 1553 628
 17.9 0 2 495 1399 629
 13.4 0.289311 2 274 191 630
 22.4 1.58556 2 421 337 631
 27.1 0.502729 2 185 481 632
 19 0.307638 2 76 626 633
 16.6 0.585436 1 241 774 634
 16.3 1.26466 1 506 448 635
 19.3 0.995934 2 480 297 636
 14 0.902883 1 425 160 637
 21.2 0.19024 2 370 17 638
 18.6 0.523116 1 317 1749 639
 21.7 0.176548 2 174 1716 640
 19.5 1.70494 2 125 1869 641
 18.3 1.42638 1 449 133 642
 23.6 1.75248 2 477 274 643
 20.8 1.40888 2 472 420 644
 22 1.52589 2 278 805 645
 14.1 0.745075 1 424 649 646
 16.4 1.24056 1 476 507 647
 15.1 0.328182 1 490 370 648
 22.7 1.35505 2 347 220 649
 20.4 1.06155 2 496 1361 650
 19.1 1.05102 1 379 1516 651
 15.9 1.43733 1 219 1660 652
 15.4 1.59503 1 507 1802 653
 20 0 2 218 64 654
 17.3 0.149002 1 476 1159 655
 20.2 1.65171 1 513 1006 656
 17.3 1.52042 1 279 865 657
 18.5 1.09515 1 482 722 658
 21 1.48355 2 209 574 659
 15.5 1.06659 1 491 1005 660
 17.6 1.13604 1 279 1158 661
 15.3 1.72373 1 506 1304 662
 22.3 1.88542 2 347 1446 663
 15.3 1.45094 2 424 1591 664
 17.5 1.09323 1 501 1517 665
 16.7 1.47954 1 482 1362 666
 21.2 0.483064 2 370 1220 667
 16.4 1.03014 1 484 1076 668
 24.3 1.19806 2 480 927 669
 23 1.42917 2 87 648 670
 16.4 0.242518 1 306 804 671
 22.6 0 2 494 951 672
 12.8 0.256991 2 470 1098 673
 18.3 1.00489 1 427 1239 674
 22.2 1.79852 2 108 1717 676
 19.6 0.379798 2 76 1574 677
 17.3 1.27306 1 474 1422 678
 23.7 0 2 486 1274 679
 18.1 1.39645 1 500 296 680
 21 0.995966 2 408 447 681
 19.9 0.832846 2 494 596 682
 16.9 1.91974 1 493 745 683
 19.4 2.02313 1 491 887 684
 20.8 1.31033 2 509 338 685
 21.4 -0.0598381 2 503 192 686
 19.4 1.53093 2 278 42 687
 18 0.232277 2 218 1778 688
 16.8 0.881509 1 141 1627 689
 16.6 1.28924 1 471 1827 690
 23.6 1.45381 2 1 90 691
 18.5 1.31332 1 500 240 692
 21.1 1.19024 2 338 389 693
 16 0.747079 1 427 532 694
 20 0.440855 2 24 688 695
 19.4 1.37635 1 499 543 696
 17.9 0.150508 2 252 400 697
 23.7 0.985604 2 497 252 698
 21.5 0.891438 2 263 101 699
 23.4 9.6262e-05 2 504 453 700
 16.7 0.886698 1 230 602 701
 16.2 1.49842 1 506 751 702
 16.6 0 2 252 893 703
 12.9 0.341204 2 274 1037 704
 18 0.244503 2 108 186 705
 19 0 2 278 37 706
 18.3 0.972485 1 329 1772 707
 15.5 0.959395 1 306 1623 708
 22 0.719947 1 505 1481 709
 17.8 0.9992 2 76 97 710
 13.6 -0.0484577 1 130 247 711
 19 1.29458 2 503 394 712
 20.3 1.04926 2 127 537 713
 19.4 0.916697 1 513 683 714
 23.7 0.940317 2 8 536 715
 17.1 0.43819 2 9 393 716
 18.6 0.110799 1 12 246 717
 14.8 0.643183 1 63 96 718
 15.2 0.0926084 2 10 1833 719
 24.4 0.935821 2 43 1624 720
 13.3 0.688594 1 528 1773 721
 14.4 0.77957 1 14 38 722
 25.2 0.751973 2 51 187 723
 22.4 0.977842 2 510 332 724
 23.3 1.1786 2 31 892 725
 21.9 1.22724 2 39 750 726
 21.4 1.52526 2 45 601 727
 22.1 1.18177 2 517 452 728
 21.3 1.20119 2 17 301 729
 19.6 0.829664 1 3 1271 730
 18.9 0.880987 1 47 1417 731
 12.7 0.347664 1 528 1570 732
 19.9 0.375783 1 12 1713 733
 20.6 1.32717 1 64 1864 734
 22.4 0.584309 2 16 1244 735
 18.4 0.743877 1 526 1103 736
 16.2 1.20817 1 66 955 737
 22.3 0.846768 2 16 808 738
 22.8 1.21753 2 7 652 739
 18.5 1.10755 1 19 924 740
 15.4 0.912599 1 22 1072 741
 19.4 1.48616 1 29 1217 742
 14.2 0.47957 1 14 1358 743
 18.5 0.554394 1 20 1512 744
 25.6 1.22672 2 61 1596 745
 23.8 0.740317 2 10 1451 746
 20.9 0.418203 2 23 1308 747
 22.7 1.39149 2 18 1162 748
 17.9 0.837465 2 18 1009 749
 16.6 1.53932 1 27 572 750
 21.6 1.08111 2 529 718 751
 22.4 1.07858 2 530 862 752
 18.6 0.707565 1 48 1002 753
 17.2 1.55436 2 45 1154 754
 16.1 1.24775 1 28 69 755
 17.4 0.691919 1 519 1807 756
 22.5 0.773883 2 26 1664 757
 19.7 0.318773 2 510 1521 758
 20.8 -0.231827 2 38 1365 759
 22.5 0.910366 2 38 218 760
 20.9 1.05183 2 46 367 761
 23.3 1.29022 2 15 504 762
 17.7 1.82119 1 57 645 763
 19.4 0.527091 1 27 801 764
 17.6 1.34649 1 28 423 765
 19.3 0.477029 1 514 277 766
 21 1.44597 1 47 136 767
 19.5 1.10954 1 12 1873 768
 19.3 1.2693 1 56 1720 769
 19.3 1.77578 1 11 1747 770
 20.2 1.38618 1 58 14 771
 19.1 1.12456 2 529 158 772
 18.5 1.3972 1 66 293 773
 19.6 1.30634 1 527 444 774
 21.2 0 2 510 778 775
 24.3 1.115 2 8 629 776
 19.4 0.862848 1 48 483 777
 16.3 1.67441 1 65 341 778
 16.1 1.31723 1 519 1397 780
 17.7 1.05949 1 527 1551 781
 17.8 1.39655 2 45 1690 782
 24.1 1.13387 2 530 1825 783
 19.9 0.652419 2 30 88 784
 20.9 1.8012 2 46 1126 785
 19.6 0.808347 2 516 982 786
 23.7 1.29866 2 15 838 787
 24.5 1.56883 2 26 691 788
 21.3 0.35453 2 529 546 789
 21.4 1.15579 2 529 1051 790
 20.2 0.969332 1 5 1196 791
 26.4 1.0026 2 51 1337 792
 20.9 0.425893 1 36 1475 793
 21.3 1.26283 2 523 1616 794
 22.6 0.763661 2 43 1472 795
 18.7 1.15828 2 52 1334 796
 19.2 1.98476 1 21 1192 797
 21.2 0.754482 2 23 1045 798
 19.8 0.769332 1 6 901 799
 20.3 0.691382 1 513 1554 800
 17.7 0.788008 1 11 1693 801
 17.2 0.608828 1 49 1830 802
 23.3 1.47336 2 43 93 803
 18.1 1.40438 1 66 243 804
 23.4 1.33768 2 59 977 805
 22.4 1.08178 2 16 834 806
 18.9 1.30168 1 526 685 807
 20.1 1.03559 1 34 540 808
 18.9 1.45501 1 64 397 809
 21.8 1.71402 1 58 1200 810
 15.8 1.60165 1 50 1340 811
 24.1 0.974657 2 523 1478 812
 18.7 1.41471 1 518 1620 813
 21.7 0.912891 2 40 1769 814
 17.5 1.40234 1 514 1329 815
 19.8 1.51998 1 34 1186 816
 20.9 1.17652 1 36 1039 817
 18.4 2.09262 2 39 896 818
 17.5 0.762123 1 57 754 819
 23.1 0.766374 2 30 847 820
 16.7 1.03219 1 5 986 821
 18.2 1.15693 1 48 1130 822
 25.5 0.500064 2 26 1269 823
 20.1 1.60042 1 526 1414 824
 14.3 0.128938 1 14 1681 825
 11.9 0.257364 1 528 1542 826
 20.4 1.53619 2 515 1389 827
 20.6 1.64528 1 3 1246 828
 18.9 0.777858 2 9 1106 829
 17.2 1.30039 1 48 492 830
 23.2 1.28306 2 46 632 831
 22.7 0.477982 2 517 780 832
 19.8 1.27898 1 28 923 833
 17.9 0.759491 1 527 151 835
 18.7 1.33036 1 47 9 836
 17.3 0.697123 1 29 1743 837
 22.8 0.995461 2 531 1597 838
 22.9 0.612338 2 531 1453 839
 23 0.408411 2 525 145 840
 19.5 0.87654 1 64 280 841
 16.2 0.935991 1 33 426 842
 20 0.166186 2 45 571 843
 18.3 1.68742 1 28 716 844
 17.3 1.25099 1 519 497 845
 13.2 0.997 1 50 360 846
 21.8 0.813567 2 53 216 847
 22.5 1.18429 2 517 70 848
 19.4 0.59591 1 5 1808 849
 17.4 0.922576 2 10 1675 850
 16 0.896583 2 522 1811 851
 21.6 0.842101 2 515 72 852
 18.3 0.953684 1 56 217 853
 24.6 1.15328 2 30 365 854
 15.2 0.943167 1 33 853 855
 18 0.748496 1 49 707 856
 18.7 1.45508 2 39 568 857
 21.1 0.840178 2 531 424 858
 21.7 1.7344 2 7 278 859
 16 0.717234 1 520 1323 860
 18.8 1.10952 1 512 1461 861
 25.2 1.23256 2 23 1602 862
 16.2 0.599785 2 9 1746 863
 18.8 0.607718 2 62 13 864
 18.3 1.15944 1 22 1206 865
 21.6 0.828613 2 516 1060 866
 20.6 1.97895 2 51 920 867
 19.3 1.79466 1 36 779 868
 22.5 0.454546 2 31 630 869
 24.1 0.86885 2 52 972 870
 18.5 1.3707 2 39 1116 871
 16.2 0.829631 1 57 1254 872
 21.3 0.549277 2 517 1396 873
 16.8 1.15034 1 33 1550 874
 18.4 0.787471 1 6 1560 875
 18.1 0.425673 1 519 1405 876
 21.1 0.526486 2 515 1262 877
 21.5 1.23368 2 18 1127 878
 14.6 0.87957 1 14 983 879
 15.5 1.34383 1 19 619 880
 17.9 1.07193 2 510 766 881
 20.2 1.331 2 511 910 882
 25.2 1.06041 2 53 1049 883
 24.1 0.88576 2 530 1195 884
 19.5 0.56942 2 10 24 885
 19.8 1.05438 1 518 1757 886
 21.7 1.66804 1 54 1611 887
 17.1 1.25033 1 4 1473 888
 16.5 0.941889 1 5 1335 889
 25 1.43636 2 51 264 890
 19.6 1.67186 1 4 409 891
 22.3 0.955824 2 59 555 892
 17.9 1.64974 1 21 696 893
 21.3 0.521349 1 512 843 894
 17.2 1.5394 1 63 378 895
 24.3 1.52079 2 30 230 896
 18.9 0.62766 1 514 82 897
 18.8 1.44336 2 515 1822 898
 24.6 0.912461 2 511 1686 899
 19.3 1.23878 1 19 771 900
 21.4 1.07267 2 529 914 901
 20 1.07384 1 527 1053 902
 17.2 1.19318 1 518 1198 903
 24.3 1.33508 2 25 1338 904
 21.9 0.874657 2 524 1751 905
 15.5 0.74592 2 42 1606 906
 21.5 1.44087 2 43 1469 907
 16.7 0.781524 1 57 1332 908
 20.2 1.29014 1 12 1189 909
 17.8 1.55227 1 22 416 910
 18.9 0.682402 2 62 561 911
 19.7 1.07186 1 3 700 912
 20.5 1.00502 1 20 845 913
 17.5 0.537361 1 514 984 914
 20.8 0.962936 2 52 223 915
 20.5 1.08228 1 527 76 916
 20.1 0.715383 2 511 1819 917
 18.2 1.67055 1 29 1684 918
 15.1 0.894443 1 520 1545 919
 20 1.87906 1 64 59 920
 23.3 0.853268 2 530 207 921
 18.9 1.22118 1 28 352 922
 18.8 0.843275 1 513 490 923
 17.7 1.10561 1 5 631 924
 21.4 0.661738 2 62 579 925
 18.7 1.64257 1 20 431 926
 21.8 0.331138 2 516 286 927
 21.5 1.66817 2 40 152 928
 19.9 0 2 516 11 929
 14.6 0.145106 1 49 1587 930
 23.2 1.54858 2 51 1733 931
 22.9 1.31235 2 32 1884 932
 21.6 1.07777 1 6 143 933
 24 0.869436 2 40 279 934
 18.3 0.365373 1 47 932 935
 23.6 -0.0962404 2 523 787 936
 21.2 1.46351 2 7 638 937
 18.9 1.67589 2 42 499 938
 16.8 1.94836 1 41 362 939
 17.4 1.0575 1 5 1234 940
 17.2 1.71078 1 512 1378 941
 22.6 1.37651 1 3 1533 942
 15.5 0.0185284 1 49 1673 943
 14.8 1.4652 1 512 1810 944
 23.5 0.599387 2 8 1281 945
 19.5 1.59067 1 21 1139 946
 18.9 1.50558 1 54 992 947
 15.3 0.360689 1 520 855 948
 16.2 0.778307 1 14 709 949
 17.2 0.422487 1 5 882 950
 21 1.28946 1 526 1027 951
 19.7 0.964198 2 52 1177 952
 20.2 0.975213 1 58 1321 953
 21.4 0.957055 2 531 1459 954
 20.4 0.846092 2 529 1634 955
 14.4 0.445692 1 33 1490 956
 22.4 0.592903 2 52 1347 957
 20.2 1.5887 1 54 1208 958
 17.2 1.69003 1 63 1062 959
 19.7 0.812891 2 38 525 960
 19.2 1.6031 1 37 671 961
 14.5 0.751001 2 522 826 962
 16 0.696551 2 42 970 963
 14 0.102882 1 519 1114 964
 19 1.05692 1 22 109 965
 22.6 1.67658 2 509 1842 966
 18.7 0.938054 1 29 1700 967
 26.9 1.54099 2 26 1562 968
 24 1.63499 2 523 1407 969
 23.8 1.73634 2 23 176 970
 21.8 1.57715 2 45 319 971
 20.5 0.973948 2 32 469 972
 22.5 1.51754 2 40 616 973
 19.6 1.16017 1 12 764 974
 14.8 0.841164 1 14 462 975
 19.5 0.902465 2 42 309 976
 20.4 1.76676 1 28 169 977
 20.6 0.503711 2 17 25 978
 18.4 -0.192139 1 514 1758 979
 13.4 0.846401 1 528 1706 980
 18.9 0.97196 2 38 1850 981
 22.3 1.05187 2 524 116 982
 13.8 1.19829 1 528 261 983
 24 1.44929 2 15 407 984
 21.7 1.07787 2 38 820 985
 18.9 1.28366 2 62 662 986
 14.8 0.849017 1 29 518 987
 28.9 1.36639 2 61 379 988
 24.6 1.72079 2 32 231 989
 13.4 0.922348 1 528 1352 990
 18.4 1.04976 1 50 1498 991
 18.7 1.69392 1 12 1642 992
 22.3 1.24212 2 16 1788 993
 23.7 1.3974 2 15 50 994
 22.4 0.843519 2 23 1173 995
 21.1 1.0694 2 511 1019 996
 19.1 1.88033 1 65 875 997
 21.9 1.47855 2 52 733 998
 20.1 1.61161 2 7 586 999
 19.1 1.0901 2 39 915 1000
 19.5 1.14595 2 525 684 1001
 26.4 1.61701 2 30 1408 1002
 12.3 0.918373 1 11 1637 1003
 14.9 1.69899 1 41 1375 1004
 17.5 0.899664 1 54 717 1005
 25.3 1.20011 2 530 944 1006
 23.1 0.632464 2 525 196 1007
 16.1 0.823009 1 512 1843 1008
 21.9 0.767481 2 524 250 1009
 19.6 1.41805 2 516 1055 1010
 18.6 1.3932 1 19 833 1011
 20.3 0.877169 1 518 1264 1012
 20.2 2.0647 1 37 1493 1013
 19.1 0.715343 1 65 1531 1014
 15.9 1.50091 1 27 798 1016
 24 1.32079 2 30 342 1017
 19.9 1.24336 2 516 110 1018
 23 1.39521 2 331 100 1019
 17.6 1.21534 1 66 162 1020
 25.5 1.29497 2 217 976 1021
 19.3 1.6394 1 66 1128 1022
 25.5 1.1045 2 310 1349 1023
 25.5 1.51669 2 247 1672 1024
 13.4 0.414618 1 73 1438 1025
 18.5 1.58722 1 337 644 1026
 25.1 1.54095 2 216 880 1027
 20.9 1.06004 1 330 257 1028
 23.4 1.68617 2 324 18 1030
 23 0.737685 2 60 1120 1031
 18.6 1.29914 1 82 894 1032
 21.1 1.2505 1 71 1209 1033
 23.7 1.24754 2 223 1809 1034
 22.3 0.871109 2 247 1584 1035
 21.6 0.37958 2 311 503 1036
 19 -0.677253 2 75 739 1037
 16 0.435421 1 80 403 1038
 23.1 0.609547 2 309 170 1039
 21.7 1.66295 2 84 1750 1040
 21.8 1.22518 1 71 1257 1041
 18.7 1.30386 1 222 1038 1042
 17.8 1.68951 1 222 1063 1043
 17.3 1.02326 1 222 1284 1044
 18.2 0.881307 1 336 1729 1045
 19.2 1.42076 2 85 366 1046
 24.7 1.4294 2 223 590 1047
 17.3 1.17583 1 226 548 1048
 19.3 -0.216336 2 60 310 1049
 22.5 1.14481 2 86 1605 1050
 17 0.336235 2 75 1832 1051
 18.7 1.34014 1 220 1185 1052
 20.2 1.16228 2 69 922 1053
 19.7 0.63663 2 251 1141 1054
 16.6 0.257206 1 250 1882 1055
 23.1 1.36043 2 85 1649 1056
 22 1.3935 2 67 441 1057
 23.1 0.750727 2 85 692 1058
 21.5 1.64966 1 312 463 1059
 21.7 1.27308 2 326 1466 1060
 26.7 1.2271 2 325 1694 1061
 27.9 1.30088 2 215 1328 1062
 26.3 1.65152 2 217 1104 1063
 21.5 1.25133 2 225 994 1064
 19.3 1.09542 1 221 142 1065
 25.9 0.716499 2 214 1793 1066
 21.7 1.4471 2 332 292 1067
 25.8 1.03464 2 216 523 1068
 16.6 0.314757 1 80 611 1069
 17.7 1.38359 1 221 552 1070
 20 0.543766 1 337 1555 1071
 19.9 0.842889 2 225 1465 1072
 14.8 0.90367 1 226 1245 1073
 17.7 0.60405 1 250 856 1074
 21.3 0.73663 2 251 1082 1075
 24.7 0.263567 2 310 54 1076
 15.4 0.465227 2 308 157 1077
 16.6 1.01501 1 249 384 1078
 22.5 0.716311 2 225 760 1079
 19.3 1.3944 1 337 1400 1081
 21.1 1.16782 1 337 1622 1082
 22.5 0.202371 2 308 1388 1083
 21.3 0.861013 2 69 710 1084
 18.4 1.7796 1 71 935 1085
 15.4 0.967913 1 81 203 1086
 17.5 0.54629 1 336 1857 1087
 16.6 0.698845 1 327 235 1088
 21.1 0.493505 2 69 903 1089
 18.4 1.32881 1 327 842 1090
 21.1 0.829923 2 77 1258 1091
 20.7 1.1581 1 312 1480 1092
 26 0.771818 2 325 1541 1093
 19.4 1.49079 2 84 1309 1094
 26.5 0.999622 2 214 789 1095
 17.7 1.0378 1 249 349 1096
 22.3 0.96314 2 67 85 1098
 23.4 1.28507 2 69 317 1099
 20.5 1.00097 1 327 562 1100
 22.9 0.284199 2 247 333 1101
 15.6 1.3004 1 82 1760 1102
 17.4 0.850499 1 73 111 1103
 25.5 1.10136 2 86 1023 1104
 25 0.24355 2 86 1071 1105
 20.4 0.995368 2 217 1297 1106
 19.4 1.26931 1 89 1722 1107
 16.3 0.767977 1 222 1491 1108
 18.4 1.16383 1 327 606 1109
 20.5 1.14806 2 79 702 1110
 18 1.11083 1 72 479 1111
 19.3 0.784341 2 77 1612 1112
 25 1.33637 2 83 1845 1113
 21.8 1.96295 2 84 1175 1114
 20.9 1.81593 1 335 943 1115
 18.3 1.51127 1 336 1151 1116
 18 0.11252 1 313 1874 1117
 15.9 0.749049 1 91 1635 1118
